freq (Hz),x0 (mm),x1 (mm),x2 (mm),x3 (mm),y0 (mm),y1 (mm),y2 (mm),y3 (mm),sum_sii (dB),sum_sij (db)
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-101.41,16.41,-27.21109386,-163.2034826
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-101.41,16.41,-27.35853873,-166.5937409
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-101.41,16.41,-27.23056715,-147.650603
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-101.41,16.41,-26.77161238,-152.1067016
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-101.41,16.41,-27.17970079,-157.0296534
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-86.41,16.41,-26.98176986,-163.0644976
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-86.41,16.41,-26.2798164,-166.6003852
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-86.41,16.41,-25.9015232,-142.6507513
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-86.41,16.41,-26.682031,-146.2017447
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-86.41,16.41,-27.03794629,-152.0445799
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-71.41,16.41,-26.70124286,-160.5736619
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-71.41,16.41,-27.69783799,-163.6087222
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-71.41,16.41,-27.52053344,-140.3878739
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-71.41,16.41,-27.46579847,-145.2260297
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-71.41,16.41,-26.59646317,-151.6040031
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-56.41,16.41,-27.52949634,-159.4742762
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-56.41,16.41,-26.70526464,-164.6521135
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-56.41,16.41,-27.58894618,-137.2023222
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-56.41,16.41,-27.40629548,-144.3271639
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-56.41,16.41,-26.42271391,-152.7469032
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-41.41,16.41,-26.51244625,-161.4902542
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-41.41,16.41,-27.22926067,-165.4582871
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-41.41,16.41,-27.81161033,-129.7498729
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-41.41,16.41,-26.5553572,-138.9665133
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-41.41,16.41,-26.74978865,-148.6846191
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-26.41,16.41,-27.22702277,-159.3516344
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-26.41,16.41,-27.2657079,-164.1254107
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-26.41,16.41,-24.9077584,-127.1577981
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-26.41,16.41,-26.75419981,-136.4897784
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-26.41,16.41,-26.83870611,-146.9941258
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,16.41,-27.21826103,-158.9896342
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,16.41,-27.55589178,-164.5068096
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,16.41,-26.69623387,-130.2111778
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,16.41,-27.080577,-145.3181873
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,31.41,-26.69502831,-159.778332
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,31.41,-27.17230657,-165.4041045
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,31.41,-26.37756114,-128.3911788
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,31.41,-27.04072161,-137.7108756
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,31.41,-26.11404772,-148.4075917
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,46.41,-26.69184646,-159.9323722
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,46.41,-27.50664258,-164.5548565
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,46.41,-27.15368941,-132.8576818
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,46.41,-27.41277838,-141.1095101
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,46.41,-27.94635911,-149.9855301
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,61.41,-25.85465835,-162.39835
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,61.41,-27.32810324,-165.7642365
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,61.41,-25.50111659,-141.2487905
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,61.41,-27.55771112,-146.8910885
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,61.41,-27.89115722,-153.790673
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,76.41,-27.32273367,-163.0601975
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,76.41,-27.83068308,-167.2565562
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,76.41,-27.54640761,-142.6093675
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,76.41,-27.32706851,-148.3010168
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,76.41,-27.63246411,-154.3447892
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,91.41,-26.78789357,-163.8628148
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,91.41,-27.26056463,-168.2813109
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,91.41,-26.87775975,-145.2554983
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,91.41,-26.39310756,-150.7909819
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,91.41,-26.50127844,-157.1120212
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,106.41,-27.26148257,-164.9538078
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,106.41,-25.76799888,-170.5671487
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,106.41,-27.65460269,-151.4087386
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,106.41,-27.41076092,-155.9726144
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,106.41,-26.74007069,-161.6471696
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,121.41,-27.23288242,-168.1316264
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,121.41,-26.50462752,-172.3403689
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,121.41,-27.52702948,-154.6251688
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,121.41,-25.62701746,-158.8659439
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,121.41,-27.93258076,-160.6882973
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,131.41,-27.22234356,-168.3323676
3.6,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,131.41,-26.82899053,-172.9560702
3.6,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,131.41,-26.49353826,-154.884369
3.6,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,131.41,-27.43815143,-156.8768857
3.6,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,131.41,-26.65905494,-162.31552
3.6,-75.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-26.95975334,-169.6609187
3.6,-60.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-27.38015924,-173.1968659
3.6,-45.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-27.11996321,-166.7118886
3.6,-30.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-27.19913405,-151.3205713
3.6,-75.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-27.37515665,-137.8652104
3.6,-60.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-26.69458684,-118.6955085
3.6,-45.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-27.14935339,-177.6405411
3.6,-30.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-27.69940596,-166.0791899
3.6,-24.41,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-26.15335805,-160.4255817
3.6,-75.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-27.48492249,-155.1565289
3.6,-60.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-25.57171253,-155.7141621
3.6,-45.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-27.40735786,-178.1340408
3.6,-30.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-26.56261243,-167.1766567
3.6,-24.41,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-26.9000787,-161.6460061
3.6,-75.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-27.36409973,-157.9080648
3.6,-60.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-27.7539916,-156.5105269
3.6,-45.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-27.45154873,-176.1226027
3.6,-30.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-26.17656763,-167.3165697
3.6,-24.41,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-27.71355709,-159.1406945
3.6,-75.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-26.52108245,-154.2819057
3.6,-60.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-27.11273374,-151.9305791
3.6,-45.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-27.34040833,-174.8130096
3.6,-30.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-26.77745269,-162.5076276
3.6,-24.41,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-27.63034144,-153.4801744
3.6,-75.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-28.39636229,-146.8544284
3.6,-60.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-26.56781803,-146.4010543
3.6,-45.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-27.51863334,-174.8413035
3.6,-30.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-27.55538915,-160.65056
3.6,-24.41,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-26.63465925,-154.0488601
3.6,-75.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-27.37423778,-147.3070016
3.6,-60.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-27.02805993,-145.4893642
3.6,-45.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-28.67493945,-170.8178655
3.6,-30.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-27.05396956,-160.0495933
3.6,-24.41,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-27.40054025,-151.3215179
3.6,-75.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-26.93672492,-143.4238383
3.6,-60.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-27.4879809,-139.9994879
3.6,-45.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-26.27759952,-170.5629158
3.6,-30.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-26.79658237,-156.4207879
3.6,-24.41,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-27.25237914,-145.3122735
3.6,-75.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-27.65775839,-135.4381817
3.6,-60.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-27.40930567,-132.3991304
3.6,-45.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-27.43297174,-168.1510763
3.6,-30.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-25.61035736,-154.8803559
3.65,-24.41,-75.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-14.48701453,-186.2783671
3.65,-24.41,-75.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-14.94385311,-184.1887823
3.65,-24.41,-75.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-15.03955996,-182.6450986
3.65,-24.41,-75.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-15.05886181,-183.0683831
3.65,-24.41,-75.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-14.72322311,-184.0805348
3.65,-24.41,-75.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-14.97048943,-183.6170875
3.65,-24.41,-75.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-14.99628618,-185.3616217
3.65,-24.41,-60.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-15.19443542,-189.1161046
3.65,-24.41,-60.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-14.72169529,-192.3642869
3.65,-24.41,-60.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-14.59404502,-170.9299596
3.65,-24.41,-60.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-14.4799265,-171.9131632
3.65,-24.41,-60.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-14.66983275,-172.6924344
3.65,-24.41,-60.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-15.08497646,-172.557404
3.65,-24.41,-60.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-14.92097737,-172.3611484
3.65,-24.41,-60.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-14.77885193,-175.1464672
3.65,-24.41,-60.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-14.44042468,-179.0897107
3.65,-24.41,-45.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-15.07135399,-178.4712826
3.65,-24.41,-45.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-14.807069,-181.7709295
3.65,-24.41,-45.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-14.57328075,-156.7809427
3.65,-24.41,-45.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-14.64594094,-161.2620277
3.65,-24.41,-45.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-14.85994116,-163.5830543
3.65,-24.41,-45.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-14.48714683,-167.6891634
3.65,-24.41,-45.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-14.69557738,-166.6092997
3.65,-24.41,-45.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-14.68212042,-168.8029332
3.65,-24.41,-45.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-15.12240942,-173.1893884
3.65,-24.41,-30.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-14.52640782,-175.4577923
3.65,-24.41,-30.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-14.92491036,-175.2292909
3.65,-24.41,-30.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-14.48947385,-137.8249824
3.65,-24.41,-30.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-14.66100002,-152.8745224
3.65,-24.41,-30.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-14.98452498,-155.5062104
3.65,-24.41,-30.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-14.84165577,-161.1549478
3.65,-24.41,-30.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-15.09115284,-161.369069
3.65,-24.41,-30.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-15.00241326,-163.2695746
3.65,-24.41,-30.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-14.61184042,-170.5917191
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-14.8390664,-172.7355038
3.65,-24.41,-24.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-14.77963728,-172.7095168
3.65,-24.41,-24.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-15.47605682,-128.3884695
3.65,-24.41,-24.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-14.33944509,-130.4270688
3.65,-24.41,-24.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-14.50483716,-149.3936245
3.65,-24.41,-24.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-14.75500447,-153.1008953
3.65,-24.41,-24.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-14.73163318,-159.1797229
3.65,-24.41,-24.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-14.84039891,-160.3789138
3.65,-24.41,-24.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-14.58466319,-162.7393978
3.65,-24.41,-24.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-14.97732835,-168.5648229
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-16.41,16.41,-14.77302857,-172.3852641
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-16.41,16.41,-14.89411597,-171.7525528
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-16.41,16.41,-14.92233053,-129.0451608
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-16.41,16.41,-14.72566849,-150.1524171
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-16.41,16.41,-14.89177615,-164.791856
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-131.41,16.41,-14.89882115,-177.4875556
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-131.41,16.41,-14.77523967,-183.3110816
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-131.41,16.41,-14.40352853,-170.4490477
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-131.41,16.41,-14.48115927,-172.4346513
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-131.41,16.41,-14.50617651,-176.259916
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-116.41,16.41,-14.90949004,-181.8788518
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-116.41,16.41,-13.94386029,-187.4645571
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-116.41,16.41,-15.28533944,-170.4312965
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-116.41,16.41,-14.92237351,-173.3481349
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-116.41,16.41,-14.62831979,-176.6267721
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-101.41,16.41,-14.90713246,-180.703985
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-101.41,16.41,-14.94087802,-183.8064241
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-101.41,16.41,-14.86139919,-166.0299626
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-101.41,16.41,-14.66515246,-170.5497042
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-101.41,16.41,-14.85358923,-175.2960731
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-86.41,16.41,-14.78018841,-180.8208261
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-86.41,16.41,-14.51016072,-184.1160318
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-86.41,16.41,-14.35747869,-160.9505187
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-86.41,16.41,-14.67852806,-164.306388
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-86.41,16.41,-14.81797871,-169.8770321
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-71.41,16.41,-14.6681759,-178.000486
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-71.41,16.41,-15.07397788,-180.6217953
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-71.41,16.41,-15.00832781,-158.9411886
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-71.41,16.41,-15.02364412,-163.5009616
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-71.41,16.41,-14.65882885,-169.5427868
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-56.41,16.41,-14.99113827,-176.5015122
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-56.41,16.41,-14.65361625,-181.4026377
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-56.41,16.41,-15.01431939,-155.8751644
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-56.41,16.41,-14.95419563,-163.1121491
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-56.41,16.41,-14.58151404,-171.3343281
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-41.41,16.41,-14.59645347,-179.1223433
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-41.41,16.41,-14.86625086,-182.4835747
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-41.41,16.41,-15.10045898,-148.2811294
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-41.41,16.41,-14.56405992,-157.9311603
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-41.41,16.41,-14.67515429,-167.7081158
3.65,-24.41,-24.41,24.01,24.41,-16.41,16.41,-26.41,16.41,-14.87836902,-177.7540496
3.65,-24.41,-24.41,39.01,24.41,-16.41,16.41,-26.41,16.41,-14.90464463,-182.1536506
3.65,-24.41,-24.41,54.01,24.41,-16.41,16.41,-26.41,16.41,-13.96130879,-146.8637108
3.65,-24.41,-24.41,69.01,24.41,-16.41,16.41,-26.41,16.41,-14.77393549,-155.8180163
3.65,-24.41,-24.41,75.01,24.41,-16.41,16.41,-26.41,16.41,-14.74376372,-166.1243149
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,16.41,-14.84776404,-177.4112472
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,16.41,-14.97072615,-182.5282448
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,16.41,-14.56438733,-151.201487
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,16.41,-14.81835032,-165.8050369
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,31.41,-14.66961924,-179.6142774
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,31.41,-14.84249178,-184.9262477
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,31.41,-14.54271371,-148.4606733
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,31.41,-14.83213113,-158.6237268
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,31.41,-14.42467774,-169.8464817
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,46.41,-14.66129013,-181.2840685
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,46.41,-14.93964822,-185.925442
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,46.41,-14.8266614,-152.3894682
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,46.41,-14.92603142,-161.8037558
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,46.41,-15.12217396,-171.4065538
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,61.41,-14.33309786,-184.1658137
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,61.41,-14.92687784,-187.5137068
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,61.41,-14.17242139,-161.4611511
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,61.41,-15.0168872,-168.1171668
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,61.41,-15.144891,-175.6373272
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,76.41,-14.90602798,-184.8788543
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,76.41,-15.08713404,-189.0815922
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,76.41,-15.01884594,-162.8139062
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,76.41,-14.94099563,-169.2820475
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,76.41,-15.02643829,-175.5594
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,91.41,-14.67835649,-185.21972
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,91.41,-14.86849399,-189.6984357
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,91.41,-14.72373378,-164.7754704
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,91.41,-14.53483114,-170.8719128
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,91.41,-14.56111218,-177.5946744
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,106.41,-14.8689728,-185.6721693
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,106.41,-14.2847492,-191.6347041
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,106.41,-15.01171164,-170.7339543
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,106.41,-14.9282026,-175.952689
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,106.41,-14.67783397,-182.2036426
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,121.41,-14.83900627,-188.895231
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,121.41,-14.55234577,-193.248152
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,121.41,-14.99886707,-174.316552
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,121.41,-14.2807275,-179.1228684
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,121.41,-15.18240504,-180.8037353
3.65,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,131.41,-14.8630213,-188.4027396
3.65,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,131.41,-14.69970534,-193.0495875
3.65,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,131.41,-14.52429266,-174.4710834
3.65,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,131.41,-14.8769934,-176.6717693
3.65,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,131.41,-14.56354878,-182.2080103
3.65,-75.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-14.68550989,-189.4044941
3.65,-60.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-14.85327295,-192.9288559
3.65,-45.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-14.82991285,-186.9404373
3.65,-30.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-14.87269911,-171.6325273
3.65,-75.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-14.88426681,-158.6794537
3.65,-60.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-14.38555354,-140.0460447
3.65,-45.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-14.73663392,-198.2303596
3.65,-30.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-14.91488497,-186.3206297
